parcela_id,contrato_id,cliente_id,numero_parcela,data_vencimento,valor_parcela,status_parcela,dias_atraso,etapa_cobranca,data_pagamento,valor_recuperado,potencial_recuperacao,agente_cobranca,mes,ano
36,2,2,12,2025-05-22,1993.72,Paga,0,Sem Cobrança,2025-05-23,1993.72,Alto,,5,2025
37,2,2,13,2025-06-21,1993.72,Paga,0,Sem Cobrança,2025-06-24,1993.72,Alto,,6,2025
38,2,2,14,2025-07-21,1993.72,Paga,0,Sem Cobrança,2025-07-21,1993.72,Alto,,7,2025
39,2,2,15,2025-08-20,1993.72,Paga,0,Sem Cobrança,2025-08-22,1993.72,Alto,,8,2025
40,2,2,16,2025-09-19,1993.72,Paga,0,Sem Cobrança,2025-09-21,1993.72,Alto,,9,2025
41,3,3,1,2020-10-11,1167.57,Vencida,65,Jurídico,,0.0,Médio,Terceirizado Norte,10,2020
42,3,3,2,2020-11-10,1167.57,Paga,0,Sem Cobrança,2020-11-10,1167.57,Alto,,11,2020
43,3,3,3,2020-12-10,1167.57,Renegociada,5,Email,2020-12-15,841.61,Médio,Equipe B,12,2020
44,3,3,4,2021-01-09,1167.57,Paga,0,Sem Cobrança,2021-01-10,1167.57,Alto,,1,2021
45,3,3,5,2021-02-08,1167.57,Paga,0,Sem Cobrança,2021-02-08,1167.57,Alto,,2,2021
46,3,3,6,2021-03-10,1167.57,Renegociada,6,Email,2021-03-16,1042.64,Médio,Terceirizado Norte,3,2021
47,3,3,7,2021-04-09,1167.57,Paga,0,Sem Cobrança,2021-04-09,1167.57,Alto,,4,2021
48,3,3,8,2021-05-09,1167.57,Vencida,66,Jurídico,,0.0,Médio,Terceirizado Norte,5,2021
49,3,3,9,2021-06-08,1167.57,Vencida,17,Ligação,,0.0,Médio,Equipe A,6,2021
50,3,3,10,2021-07-08,1167.57,Paga,0,Sem Cobrança,2021-07-11,1167.57,Alto,,7,2021
51,3,3,11,2021-08-07,1167.57,Vencida,8,Email,,0.0,Médio,Terceirizado Sul,8,2021
52,3,3,12,2021-09-06,1167.57,Vencida,8,Email,,0.0,Médio,Terceirizado Norte,9,2021
53,3,3,13,2021-10-06,1167.57,Paga,0,Sem Cobrança,2021-10-06,1167.57,Alto,,10,2021
54,3,3,14,2021-11-05,1167.57,Paga,0,Sem Cobrança,2021-11-05,1167.57,Alto,,11,2021
55,5,5,1,2020-02-23,1818.92,Paga,0,Sem Cobrança,2020-02-26,1818.92,Alto,,2,2020
56,5,5,2,2020-03-24,1818.92,Vencida,15,Ligação,,0.0,Médio,Equipe C,3,2020
57,5,5,3,2020-04-23,1818.92,Paga,0,Sem Cobrança,2020-04-26,1818.92,Alto,,4,2020
58,5,5,4,2020-05-23,1818.92,Pendente,1,SMS,,0.0,Médio,Equipe C,5,2020
59,5,5,5,2020-06-22,1818.92,Paga,0,Sem Cobrança,2020-06-24,1818.92,Alto,,6,2020
60,5,5,6,2020-07-22,1818.92,Vencida,19,Ligação,,0.0,Médio,Equipe B,7,2020
61,5,5,7,2020-08-21,1818.92,Paga,0,Sem Cobrança,2020-08-21,1818.92,Alto,,8,2020
62,5,5,8,2020-09-20,1818.92,Paga,0,Sem Cobrança,2020-09-21,1818.92,Alto,,9,2020
63,5,5,9,2020-10-20,1818.92,Paga,0,Sem Cobrança,2020-10-23,1818.92,Alto,,10,2020
64,5,5,10,2020-11-19,1818.92,Paga,0,Sem Cobrança,2020-11-21,1818.92,Alto,,11,2020
65,5,5,11,2020-12-19,1818.92,Paga,0,Sem Cobrança,2020-12-22,1818.92,Alto,,12,2020
66,5,5,12,2021-01-18,1818.92,Paga,0,Sem Cobrança,2021-01-19,1818.92,Alto,,1,2021
67,5,5,13,2021-02-17,1818.92,Vencida,91,Jurídico,,0.0,Baixo,Equipe B,2,2021
68,5,5,14,2021-03-19,1818.92,Paga,0,Sem Cobrança,2021-03-19,1818.92,Alto,,3,2021
69,5,5,15,2021-04-18,1818.92,Paga,0,Sem Cobrança,2021-04-20,1818.92,Alto,,4,2021
70,5,5,16,2021-05-18,1818.92,Paga,0,Sem Cobrança,2021-05-21,1818.92,Alto,,5,2021
71,5,5,17,2021-06-17,1818.92,Paga,0,Sem Cobrança,2021-06-17,1818.92,Alto,,6,2021
72,5,5,18,2021-07-17,1818.92,Vencida,72,Jurídico,,0.0,Médio,Equipe A,7,2021
73,7,6,1,2022-04-03,1110.15,Vencida,5,Email,,0.0,Médio,Terceirizado Norte,4,2022
74,7,6,2,2022-05-03,1110.15,Paga,0,Sem Cobrança,2022-05-04,1110.15,Alto,,5,2022
75,7,6,3,2022-06-02,1110.15,Paga,0,Sem Cobrança,2022-06-03,1110.15,Alto,,6,2022
76,7,6,4,2022-07-02,1110.15,Paga,0,Sem Cobrança,2022-07-02,1110.15,Alto,,7,2022
77,7,6,5,2022-08-01,1110.15,Paga,0,Sem Cobrança,2022-08-04,1110.15,Alto,,8,2022
78,7,6,6,2022-08-31,1110.15,Paga,0,Sem Cobrança,2022-09-03,1110.15,Alto,,8,2022
79,7,6,7,2022-09-30,1110.15,Paga,0,Sem Cobrança,2022-09-30,1110.15,Alto,,9,2022
80,7,6,8,2022-10-30,1110.15,Paga,0,Sem Cobrança,2022-10-31,1110.15,Alto,,10,2022
81,7,6,9,2022-11-29,1110.15,Vencida,11,Email,,0.0,Médio,Equipe A,11,2022
82,7,6,10,2022-12-29,1110.15,Paga,0,Sem Cobrança,2022-12-30,1110.15,Alto,,12,2022
83,7,6,11,2023-01-28,1110.15,Paga,0,Sem Cobrança,2023-01-28,1110.15,Alto,,1,2023
84,7,6,12,2023-02-27,1110.15,Paga,0,Sem Cobrança,2023-02-27,1110.15,Alto,,2,2023
85,7,6,13,2023-03-29,1110.15,Vencida,12,Email,,0.0,Médio,Equipe A,3,2023
86,7,6,14,2023-04-28,1110.15,Paga,0,Sem Cobrança,2023-05-01,1110.15,Alto,,4,2023
87,7,6,15,2023-05-28,1110.15,Paga,0,Sem Cobrança,2023-05-31,1110.15,Alto,,5,2023
88,7,6,16,2023-06-27,1110.15,Paga,0,Sem Cobrança,2023-06-28,1110.15,Alto,,6,2023
89,7,6,17,2023-07-27,1110.15,Paga,0,Sem Cobrança,2023-07-28,1110.15,Alto,,7,2023
90,7,6,18,2023-08-26,1110.15,Paga,0,Sem Cobrança,2023-08-27,1110.15,Alto,,8,2023
91,8,7,1,2022-12-05,4833.35,Vencida,32,Cartório,,0.0,Baixo,Equipe B,12,2022
92,8,7,2,2023-01-04,4833.35,Paga,0,Sem Cobrança,2023-01-05,4833.35,Alto,,1,2023
93,8,7,3,2023-02-03,4833.35,Paga,0,Sem Cobrança,2023-02-03,4833.35,Alto,,2,2023
94,8,7,4,2023-03-05,4833.35,Vencida,5,Email,,0.0,Baixo,Terceirizado Norte,3,2023
95,8,7,5,2023-04-04,4833.35,Paga,0,Sem Cobrança,2023-04-04,4833.35,Alto,,4,2023
96,8,7,6,2023-05-04,4833.35,Paga,0,Sem Cobrança,2023-05-04,4833.35,Alto,,5,2023
97,8,7,7,2023-06-03,4833.35,Renegociada,42,Cartório,2023-07-15,4328.39,Baixo,Equipe C,6,2023
98,8,7,8,2023-07-03,4833.35,Paga,0,Sem Cobrança,2023-07-06,4833.35,Alto,,7,2023
99,8,7,9,2023-08-02,4833.35,Paga,0,Sem Cobrança,2023-08-03,4833.35,Alto,,8,2023
100,8,7,10,2023-09-01,4833.35,Vencida,32,Cartório,,0.0,Baixo,Equipe B,9,2023
101,8,7,11,2023-10-01,4833.35,Paga,0,Sem Cobrança,2023-10-01,4833.35,Alto,,10,2023
102,8,7,12,2023-10-31,4833.35,Paga,0,Sem Cobrança,2023-11-03,4833.35,Alto,,10,2023
103,8,7,13,2023-11-30,4833.35,Paga,0,Sem Cobrança,2023-11-30,4833.35,Alto,,11,2023
104,8,7,14,2023-12-30,4833.35,Paga,0,Sem Cobrança,2024-01-01,4833.35,Alto,,12,2023
105,8,7,15,2024-01-29,4833.35,Vencida,134,Jurídico,,0.0,Baixo,Equipe A,1,2024
106,8,7,16,2024-02-28,4833.35,Paga,0,Sem Cobrança,2024-02-28,4833.35,Alto,,2,2024
107,9,8,1,2023-01-12,1630.52,Paga,0,Sem Cobrança,2023-01-13,1630.52,Alto,,1,2023
108,9,8,2,2023-02-11,1630.52,Paga,0,Sem Cobrança,2023-02-12,1630.52,Alto,,2,2023
109,9,8,3,2023-03-13,1630.52,Paga,0,Sem Cobrança,2023-03-14,1630.52,Alto,,3,2023
110,9,8,4,2023-04-12,1630.52,Paga,0,Sem Cobrança,2023-04-13,1630.52,Alto,,4,2023
111,9,8,5,2023-05-12,1630.52,Paga,0,Sem Cobrança,2023-05-15,1630.52,Alto,,5,2023
112,9,8,6,2023-06-11,1630.52,Paga,0,Sem Cobrança,2023-06-12,1630.52,Alto,,6,2023
113,9,8,7,2023-07-11,1630.52,Paga,0,Sem Cobrança,2023-07-11,1630.52,Alto,,7,2023
114,9,8,8,2023-08-10,1630.52,Renegociada,25,Ligação,2023-09-04,1264.33,Médio,Terceirizado Sul,8,2023
115,9,8,9,2023-09-09,1630.52,Paga,0,Sem Cobrança,2023-09-12,1630.52,Alto,,9,2023
116,9,8,10,2023-10-09,1630.52,Vencida,7,Email,,0.0,Médio,Equipe B,10,2023
117,9,8,11,2023-11-08,1630.52,Paga,0,Sem Cobrança,2023-11-08,1630.52,Alto,,11,2023
118,9,8,12,2023-12-08,1630.52,Paga,0,Sem Cobrança,2023-12-08,1630.52,Alto,,12,2023
119,9,8,13,2024-01-07,1630.52,Vencida,36,Cartório,,0.0,Médio,Terceirizado Sul,1,2024
120,9,8,14,2024-02-06,1630.52,Paga,0,Sem Cobrança,2024-02-07,1630.52,Alto,,2,2024
121,9,8,15,2024-03-07,1630.52,Paga,0,Sem Cobrança,2024-03-09,1630.52,Alto,,3,2024
122,9,8,16,2024-04-06,1630.52,Paga,0,Sem Cobrança,2024-04-06,1630.52,Alto,,4,2024
123,9,8,17,2024-05-06,1630.52,Paga,0,Sem Cobrança,2024-05-06,1630.52,Alto,,5,2024
124,10,9,1,2023-12-17,3925.61,Paga,0,Sem Cobrança,2023-12-18,3925.61,Alto,,12,2023
125,10,9,2,2024-01-16,3925.61,Paga,0,Sem Cobrança,2024-01-17,3925.61,Alto,,1,2024
126,10,9,3,2024-02-15,3925.61,Paga,0,Email,2024-02-28,3261.24,Alto,Equipe B,2,2024
127,10,9,4,2024-03-16,3925.61,Paga,0,Sem Cobrança,2024-03-19,3925.61,Alto,,3,2024
128,10,9,5,2024-04-15,3925.61,Paga,0,Sem Cobrança,2024-04-17,3925.61,Alto,,4,2024
129,10,9,6,2024-05-15,3925.61,Paga,0,Sem Cobrança,2024-05-16,3925.61,Alto,,5,2024
130,10,9,7,2024-06-14,3925.61,Paga,0,Sem Cobrança,2024-06-16,3925.61,Alto,,6,2024
131,10,9,8,2024-07-14,3925.61,Paga,0,Sem Cobrança,2024-07-15,3925.61,Alto,,7,2024
132,10,9,9,2024-08-13,3925.61,Paga,0,Email,2024-08-27,2878.78,Alto,Terceirizado Norte,8,2024
133,10,9,10,2024-09-12,3925.61,Paga,0,Sem Cobrança,2024-09-13,3925.61,Alto,,9,2024
134,10,9,11,2024-10-12,3925.61,Paga,0,Sem Cobrança,2024-10-13,3925.61,Alto,,10,2024
135,10,9,12,2024-11-11,3925.61,Paga,0,Sem Cobrança,2024-11-12,3925.61,Alto,,11,2024
136,10,9,13,2024-12-11,3925.61,Paga,0,Sem Cobrança,2024-12-12,3925.61,Alto,,12,2024
137,11,9,1,2024-05-19,2010.17,Paga,0,Sem Cobrança,2024-05-20,2010.17,Alto,,5,2024
138,11,9,2,2024-06-18,2010.17,Paga,0,Sem Cobrança,2024-06-21,2010.17,Alto,,6,2024
139,11,9,3,2024-07-18,2010.17,Paga,0,Sem Cobrança,2024-07-19,2010.17,Alto,,7,2024
140,11,9,4,2024-08-17,2010.17,Paga,0,Sem Cobrança,2024-08-20,2010.17,Alto,,8,2024
141,11,9,5,2024-09-16,2010.17,Paga,0,Sem Cobrança,2024-09-19,2010.17,Alto,,9,2024
142,11,9,6,2024-10-16,2010.17,Paga,0,Sem Cobrança,2024-10-17,2010.17,Alto,,10,2024
143,11,9,7,2024-11-15,2010.17,Paga,0,Sem Cobrança,2024-11-18,2010.17,Alto,,11,2024
144,11,9,8,2024-12-15,2010.17,Paga,0,Sem Cobrança,2024-12-16,2010.17,Alto,,12,2024
145,11,9,9,2025-01-14,2010.17,Paga,0,Sem Cobrança,2025-01-14,2010.17,Alto,,1,2025
146,11,9,10,2025-02-13,2010.17,Paga,0,Sem Cobrança,2025-02-13,2010.17,Alto,,2,2025
147,11,9,11,2025-03-15,2010.17,Vencida,18,Ligação,,0.0,Alto,Equipe A,3,2025
148,11,9,12,2025-04-14,2010.17,Paga,0,Sem Cobrança,2025-04-17,2010.17,Alto,,4,2025
149,11,9,13,2025-05-14,2010.17,Paga,0,Sem Cobrança,2025-05-14,2010.17,Alto,,5,2025
150,11,9,14,2025-06-13,2010.17,Paga,0,Sem Cobrança,2025-06-14,2010.17,Alto,,6,2025
151,11,9,15,2025-07-13,2010.17,Paga,0,Sem Cobrança,2025-07-13,2010.17,Alto,,7,2025
152,11,9,16,2025-08-12,2010.17,Paga,0,Sem Cobrança,2025-08-15,2010.17,Alto,,8,2025
153,11,9,17,2025-09-11,2010.17,Paga,0,Sem Cobrança,2025-09-12,2010.17,Alto,,9,2025
154,11,9,18,2025-10-11,2010.17,Paga,0,Sem Cobrança,2025-10-12,2010.17,Alto,,10,2025
155,11,9,19,2025-11-10,2010.17,Paga,0,Sem Cobrança,2025-11-10,2010.17,Alto,,11,2025
156,11,9,20,2025-12-10,2010.17,Paga,0,Email,2025-12-20,1684.09,Alto,Terceirizado Sul,12,2025
157,11,9,21,2026-01-09,2010.17,Paga,0,Sem Cobrança,2026-01-09,2010.17,Alto,,1,2026
158,11,9,22,2026-02-08,2010.17,Paga,0,Sem Cobrança,2026-02-11,2010.17,Alto,,2,2026
159,11,9,23,2026-03-10,2010.17,Paga,0,Sem Cobrança,2026-03-13,2010.17,Alto,,3,2026
160,11,9,24,2026-04-09,2010.17,Paga,0,Sem Cobrança,2026-04-11,2010.17,Alto,,4,2026
161,12,9,1,2024-08-15,8640.47,Paga,0,Sem Cobrança,2024-08-15,8640.47,Alto,,8,2024
162,12,9,2,2024-09-14,8640.47,Paga,0,Sem Cobrança,2024-09-14,8640.47,Alto,,9,2024
163,12,9,3,2024-10-14,8640.47,Paga,0,Sem Cobrança,2024-10-16,8640.47,Alto,,10,2024
164,12,9,4,2024-11-13,8640.47,Paga,0,Sem Cobrança,2024-11-15,8640.47,Alto,,11,2024
165,12,9,5,2024-12-13,8640.47,Paga,0,Sem Cobrança,2024-12-15,8640.47,Alto,,12,2024
166,12,9,6,2025-01-12,8640.47,Paga,0,Sem Cobrança,2025-01-13,8640.47,Alto,,1,2025
167,12,9,7,2025-02-11,8640.47,Paga,0,Sem Cobrança,2025-02-11,8640.47,Alto,,2,2025
168,12,9,8,2025-03-13,8640.47,Paga,0,Sem Cobrança,2025-03-15,8640.47,Alto,,3,2025
169,12,9,9,2025-04-12,8640.47,Paga,0,Sem Cobrança,2025-04-12,8640.47,Alto,,4,2025
170,12,9,10,2025-05-12,8640.47,Paga,0,Sem Cobrança,2025-05-14,8640.47,Alto,,5,2025
171,12,9,11,2025-06-11,8640.47,Paga,0,Sem Cobrança,2025-06-11,8640.47,Alto,,6,2025
172,12,9,12,2025-07-11,8640.47,Paga,0,Sem Cobrança,2025-07-14,8640.47,Alto,,7,2025
173,12,9,13,2025-08-10,8640.47,Paga,0,Sem Cobrança,2025-08-12,8640.47,Alto,,8,2025
174,12,9,14,2025-09-09,8640.47,Paga,0,Sem Cobrança,2025-09-09,8640.47,Alto,,9,2025
175,12,9,15,2025-10-09,8640.47,Paga,0,Sem Cobrança,2025-10-10,8640.47,Alto,,10,2025
176,12,9,16,2025-11-08,8640.47,Paga,0,Sem Cobrança,2025-11-10,8640.47,Alto,,11,2025
177,12,9,17,2025-12-08,8640.47,Paga,0,Sem Cobrança,2025-12-08,8640.47,Alto,,12,2025
178,12,9,18,2026-01-07,8640.47,Paga,0,Sem Cobrança,2026-01-08,8640.47,Alto,,1,2026
179,12,9,19,2026-02-06,8640.47,Paga,0,Sem Cobrança,2026-02-07,8640.47,Alto,,2,2026
180,12,9,20,2026-03-08,8640.47,Paga,0,Sem Cobrança,2026-03-10,8640.47,Alto,,3,2026
181,13,10,1,2024-06-21,2974.47,Paga,0,Sem Cobrança,2024-06-23,2974.47,Alto,,6,2024
182,13,10,2,2024-07-21,2974.47,Vencida,24,Ligação,,0.0,Médio,Terceirizado Sul,7,2024
183,13,10,3,2024-08-20,2974.47,Paga,0,Sem Cobrança,2024-08-20,2974.47,Alto,,8,2024
184,13,10,4,2024-09-19,2974.47,Paga,0,Sem Cobrança,2024-09-21,2974.47,Alto,,9,2024
185,13,10,5,2024-10-19,2974.47,Paga,0,Sem Cobrança,2024-10-21,2974.47,Alto,,10,2024
186,13,10,6,2024-11-18,2974.47,Paga,0,Sem Cobrança,2024-11-18,2974.47,Alto,,11,2024
187,13,10,7,2024-12-18,2974.47,Renegociada,3,SMS,2024-12-21,2430.75,Médio,Equipe B,12,2024
188,13,10,8,2025-01-17,2974.47,Renegociada,1,SMS,2025-01-18,2328.36,Médio,Equipe B,1,2025
189,13,10,9,2025-02-16,2974.47,Paga,0,Sem Cobrança,2025-02-17,2974.47,Alto,,2,2025
190,13,10,10,2025-03-18,2974.47,Paga,0,Sem Cobrança,2025-03-18,2974.47,Alto,,3,2025
191,13,10,11,2025-04-17,2974.47,Pendente,1,SMS,,0.0,Médio,Equipe B,4,2025
192,13,10,12,2025-05-17,2974.47,Paga,0,Sem Cobrança,2025-05-20,2974.47,Alto,,5,2025
193,13,10,13,2025-06-16,2974.47,Paga,0,Sem Cobrança,2025-06-16,2974.47,Alto,,6,2025
194,13,10,14,2025-07-16,2974.47,Vencida,69,Jurídico,,0.0,Médio,Equipe B,7,2025
195,13,10,15,2025-08-15,2974.47,Paga,0,Sem Cobrança,2025-08-17,2974.47,Alto,,8,2025
196,13,10,16,2025-09-14,2974.47,Paga,0,Sem Cobrança,2025-09-16,2974.47,Alto,,9,2025
197,13,10,17,2025-10-14,2974.47,Paga,0,Sem Cobrança,2025-10-16,2974.47,Alto,,10,2025
198,13,10,18,2025-11-13,2974.47,Paga,0,Sem Cobrança,2025-11-16,2974.47,Alto,,11,2025
199,13,10,19,2025-12-13,2974.47,Paga,0,Sem Cobrança,2025-12-14,2974.47,Alto,,12,2025
200,13,10,20,2026-01-12,2974.47,Paga,0,Sem Cobrança,2026-01-14,2974.47,Alto,,1,2026
201,13,10,21,2026-02-11,2974.47,Vencida,33,Cartório,,0.0,Médio,Equipe C,2,2026
202,13,10,22,2026-03-13,2974.47,Paga,0,Sem Cobrança,2026-03-13,2974.47,Alto,,3,2026
203,14,11,1,2025-07-27,3398.85,Paga,0,Sem Cobrança,2025-07-30,3398.85,Alto,,7,2025
204,14,11,2,2025-08-26,3398.85,Paga,0,Sem Cobrança,2025-08-27,3398.85,Alto,,8,2025
205,14,11,3,2025-09-25,3398.85,Paga,0,Sem Cobrança,2025-09-27,3398.85,Alto,,9,2025
206,14,11,4,2025-10-25,3398.85,Paga,0,Sem Cobrança,2025-10-26,3398.85,Alto,,10,2025
207,14,11,5,2025-11-24,3398.85,Paga,0,Sem Cobrança,2025-11-25,3398.85,Alto,,11,2025
208,14,11,6,2025-12-24,3398.85,Paga,0,Sem Cobrança,2025-12-24,3398.85,Alto,,12,2025
209,14,11,7,2026-01-23,3398.85,Renegociada,28,Ligação,2026-02-20,2644.72,Médio,Equipe B,1,2026
210,14,11,8,2026-02-22,3398.85,Paga,0,Sem Cobrança,2026-02-22,3398.85,Alto,,2,2026
211,14,11,9,2026-03-24,3398.85,Paga,0,Sem Cobrança,2026-03-26,3398.85,Alto,,3,2026
212,14,11,10,2026-04-23,3398.85,Vencida,20,Ligação,,0.0,Médio,Terceirizado Sul,4,2026
213,15,12,1,2022-12-04,6722.87,Paga,0,Sem Cobrança,2022-12-04,6722.87,Alto,,12,2022
214,15,12,2,2023-01-03,6722.87,Paga,0,Sem Cobrança,2023-01-06,6722.87,Alto,,1,2023
215,15,12,3,2023-02-02,6722.87,Paga,0,Sem Cobrança,2023-02-05,6722.87,Alto,,2,2023
216,15,12,4,2023-03-04,6722.87,Paga,0,Sem Cobrança,2023-03-05,6722.87,Alto,,3,2023
217,15,12,5,2023-04-03,6722.87,Vencida,7,Email,,0.0,Médio,Equipe C,4,2023
218,15,12,6,2023-05-03,6722.87,Paga,0,Sem Cobrança,2023-05-05,6722.87,Alto,,5,2023
219,15,12,7,2023-06-02,6722.87,Paga,0,Sem Cobrança,2023-06-04,6722.87,Alto,,6,2023
220,15,12,8,2023-07-02,6722.87,Paga,0,Sem Cobrança,2023-07-03,6722.87,Alto,,7,2023
221,15,12,9,2023-08-01,6722.87,Paga,0,Sem Cobrança,2023-08-04,6722.87,Alto,,8,2023
222,15,12,10,2023-08-31,6722.87,Paga,0,Sem Cobrança,2023-08-31,6722.87,Alto,,8,2023
223,15,12,11,2023-09-30,6722.87,Paga,0,Sem Cobrança,2023-09-30,6722.87,Alto,,9,2023
224,15,12,12,2023-10-30,6722.87,Paga,0,Sem Cobrança,2023-10-30,6722.87,Alto,,10,2023
225,15,12,13,2023-11-29,6722.87,Paga,0,Sem Cobrança,2023-12-02,6722.87,Alto,,11,2023
226,15,12,14,2023-12-29,6722.87,Paga,0,Sem Cobrança,2023-12-30,6722.87,Alto,,12,2023
227,15,12,15,2024-01-28,6722.87,Paga,0,Sem Cobrança,2024-01-28,6722.87,Alto,,1,2024
228,16,13,1,2025-03-24,3295.66,Vencida,11,Email,,0.0,Médio,Equipe B,3,2025
229,16,13,2,2025-04-23,3295.66,Paga,0,Sem Cobrança,2025-04-25,3295.66,Alto,,4,2025
230,16,13,3,2025-05-23,3295.66,Paga,0,Sem Cobrança,2025-05-23,3295.66,Alto,,5,2025
231,16,13,4,2025-06-22,3295.66,Paga,0,Sem Cobrança,2025-06-25,3295.66,Alto,,6,2025
232,16,13,5,2025-07-22,3295.66,Paga,0,Sem Cobrança,2025-07-22,3295.66,Alto,,7,2025
233,16,13,6,2025-08-21,3295.66,Paga,0,Sem Cobrança,2025-08-24,3295.66,Alto,,8,2025
234,16,13,7,2025-09-20,3295.66,Paga,0,Sem Cobrança,2025-09-22,3295.66,Alto,,9,2025
235,16,13,8,2025-10-20,3295.66,Paga,0,Sem Cobrança,2025-10-20,3295.66,Alto,,10,2025
236,16,13,9,2025-11-19,3295.66,Paga,0,Sem Cobrança,2025-11-21,3295.66,Alto,,11,2025
237,16,13,10,2025-12-19,3295.66,Paga,0,Sem Cobrança,2025-12-22,3295.66,Alto,,12,2025
238,16,13,11,2026-01-18,3295.66,Paga,0,Sem Cobrança,2026-01-20,3295.66,Alto,,1,2026
239,16,13,12,2026-02-17,3295.66,Vencida,26,Ligação,,0.0,Médio,Terceirizado Norte,2,2026
240,16,13,13,2026-03-19,3295.66,Paga,0,Sem Cobrança,2026-03-19,3295.66,Alto,,3,2026
241,16,13,14,2026-04-18,3295.66,Paga,0,Sem Cobrança,2026-04-21,3295.66,Alto,,4,2026
242,16,13,15,2026-05-18,3295.66,Paga,0,Sem Cobrança,2026-05-21,3295.66,Alto,,5,2026
243,16,13,16,2026-06-17,3295.66,Paga,0,Sem Cobrança,2026-06-19,3295.66,Alto,,6,2026
